Area Code,Area,Months Code,Months,Element Code,Element,Unit,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
5103,Northern Africa,7020,Meteorological year,7271,Temperature change,°C,-0.03,0.129,0.192,-0.083,-0.153,0.25,-0.35,-0.163,0.406,0.048,-0.329,-0.146,0.091,-0.29,-0.359,-0.458,0.221,-0.045,0.561,0.242,0.138,0.195,0.046,0.153,0.363,0.314,0.545,0.826,0.1,0.765,0.303,-0.211,0.417,0.595,0.527,0.68,0.68,0.915,1.081,0.579,1.197,1.119,1.187,0.984,1.075,1.155,0.85,1.041,1.16,2.057,1.197,1.094,1.24,1.515,1.097,1.712,1.212,1.519,1.175
5104,Southern Africa,7020,Meteorological year,7271,Temperature change,°C,0.212,0.13,0.013,-0.058,-0.01,0.248,-0.179,-0.27,0.254,0.457,-0.129,-0.029,0.484,-0.508,-0.134,-0.598,0.171,-0.035,0.351,0.127,-0.276,0.275,0.747,0.556,0.508,0.329,0.895,0.286,-0.226,0.53,0.238,0.777,0.76,0.154,0.881,-0.065,0.161,1.036,0.955,0.024,0.381,0.613,0.993,0.791,1.118,0.083,0.846,0.659,0.601,1.295,0.248,0.522,0.884,0.611,1.439,1.647,0.874,1.159,1.911
5105,Western Africa,7020,Meteorological year,7271,Temperature change,°C,-0.289,-0.12,0.22,-0.159,-0.203,0.005,-0.241,-0.167,0.56,0.33,-0.116,0.166,0.566,-0.206,-0.333,-0.179,0.233,0.25,0.666,0.67,0.337,0.319,0.667,0.603,0.403,0.397,0.982,0.679,0.05,0.793,0.712,0.194,0.712,0.412,0.66,1.078,0.84,1.185,0.6,0.767,0.655,1.011,1.063,0.993,1.289,1.235,0.994,0.764,1.131,1.624,1.181,0.672,1.067,1.073,1.191,1.322,1.441,1.142,1.266
5200,Americas,7020,Meteorological year,7271,Temperature change,°C,0.052,-0.084,0.253,-0.251,-0.304,-0.101,-0.107,0.006,0.11,0.159,-0.24,-0.448,0.173,-0.286,-0.125,-0.133,0.499,-0.064,-0.06,0.509,0.698,-0.084,0.455,0.08,-0.002,0.297,0.835,0.561,0.188,0.371,0.408,0.255,0.274,0.506,0.713,0.189,0.565,1.421,0.809,0.735,0.852,0.789,0.999,0.694,1.048,1.234,0.941,0.593,0.709,1.33,0.872,1.352,0.864,0.733,1.361,1.755,1.34,0.96,1.246
5203,Northern America,7020,Meteorological year,7271,Temperature change,°C,0.017,-0.058,0.372,-0.285,-0.594,-0.185,-0.195,0.196,-0.138,0.194,-0.227,-1.028,0.128,-0.376,-0.093,-0.021,0.746,-0.29,-0.243,0.675,1.193,-0.508,0.471,0.038,-0.144,0.302,1.11,0.839,0.147,0.363,0.419,0.226,0.154,0.451,0.766,-0.055,0.403,1.864,1.219,1.141,1.102,0.757,1.147,0.696,1.235,1.692,1.237,0.537,0.473,1.826,1.002,1.786,0.902,0.389,1.33,2.273,1.426,0.873,1.179
5204,Central America,7020,Meteorological year,7271,Temperature change,°C,-0.139,0.114,0.154,-0.261,-0.076,-0.196,-0.148,-0.4,0.195,-0.261,-0.096,0.296,-0.044,-0.127,-0.245,-0.405,0.092,0.206,0.042,0.436,0.168,0.583,0.19,-0.049,0.104,0.268,-0.014,0.206,0.397,0.272,0.307,0.151,0.334,0.689,0.77,0.459,0.544,0.783,0.544,0.522,0.516,0.689,0.823,0.358,0.761,0.808,0.531,0.522,1.028,0.393,0.935,0.827,0.772,0.824,1.094,1.284,1.425,1.121,1.307
5206,Caribbean,7020,Meteorological year,7271,Temperature change,°C,-0.004,-0.027,-0.091,0.107,-0.142,-0.179,-0.242,-0.281,0.119,-0.244,-0.133,0.177,0.337,-0.144,0.247,-0.32,0.161,0.101,0.198,0.508,0.189,0.418,0.387,0.212,0.118,0.243,0.691,0.568,0.454,0.683,0.655,0.487,0.471,0.885,0.914,0.5,0.958,1.205,0.788,0.561,0.571,0.907,1.094,0.782,0.728,0.868,0.955,0.534,0.659,0.867,0.542,0.647,0.874,0.993,1.234,1.225,1.224,1.13,1.467
5207,South America,7020,Meteorological year,7271,Temperature change,°C,0.116,-0.139,0.139,-0.217,-0.015,0.007,-0.001,-0.147,0.374,0.184,-0.277,0.085,0.251,-0.209,-0.149,-0.217,0.285,0.148,0.125,0.335,0.228,0.289,0.476,0.144,0.14,0.296,0.649,0.3,0.203,0.389,0.408,0.299,0.396,0.536,0.642,0.418,0.744,1.017,0.387,0.312,0.623,0.837,0.856,0.738,0.883,0.786,0.666,0.666,0.933,0.906,0.721,0.943,0.834,1.105,1.435,1.242,1.232,1.034,1.31
5300,Asia,7020,Meteorological year,7271,Temperature change,°C,0.049,-0.008,0.266,-0.166,-0.033,0.326,-0.308,-0.337,-0.017,0.073,-0.122,-0.164,0.251,-0.132,0.018,-0.328,0.101,0.162,0.448,0.28,0.207,0.109,-0.013,-0.118,0.016,0.056,0.406,0.423,0.259,0.527,0.39,-0.059,0.073,0.522,0.616,0.173,0.614,1.047,1.091,0.68,1.019,1.16,0.644,1.088,0.862,1.101,1.182,0.873,1.075,1.251,0.701,0.693,1.054,0.909,1.284,1.457,1.464,1.343,1.369
5301,Central Asia,7020,Meteorological year,7271,Temperature change,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.302,0.037,1.753,-0.357,1.753,0.589,1.345,1.437,1.623,2.075,0.142,2.021,1.463,1.5,1.932,1.327,1.149,1.448,0.875,0.975,1.604,0.621,1.552,2.198,1.746,0.882,1.579
5302,Eastern Asia,7020,Meteorological year,7271,Temperature change,°C,0.27,-0.124,0.386,-0.026,0.159,0.202,-0.282,-0.468,-0.299,-0.313,0.01,0.048,0.451,-0.007,0.308,-0.37,-0.038,0.338,0.393,0.253,0.172,0.472,0.201,-0.183,-0.145,-0.015,0.396,0.415,0.565,0.958,0.598,0.234,0.292,0.826,0.655,0.217,0.885,1.389,1.291,0.628,1.1,1.196,0.764,1.201,1.022,1.192,1.676,1.172,1.323,0.868,0.775,0.563,1.048,1.166,1.385,1.339,1.681,1.483,1.485
5303,Southern Asia,7020,Meteorological year,7271,Temperature change,°C,-0.16,-0.24,0.272,-0.285,-0.174,0.336,-0.256,-0.283,0.045,0.418,-0.148,-0.395,0.162,-0.231,-0.321,-0.214,0.256,-0.007,0.355,0.435,0.264,-0.152,-0.175,-0.072,0.175,0.057,0.439,0.57,-0.042,0.219,0.095,-0.314,0.09,0.265,0.266,0.142,0.062,0.665,0.832,0.608,0.801,1.028,0.638,0.853,0.52,1.038,0.605,0.456,1.027,1.384,0.679,0.49,0.774,0.581,0.942,1.223,1.197,1.241,0.936
5304,South-Eastern Asia,7020,Meteorological year,7271,Temperature change,°C,-0.052,-0.089,-0.211,0.003,-0.238,0.235,-0.11,-0.083,0.271,0.077,-0.29,-0.003,0.323,-0.233,0.018,-0.213,0.064,0.151,0.34,0.279,0.241,0.04,0.354,-0.04,0.164,0.087,0.584,0.367,0.154,0.285,0.397,0.265,0.218,0.317,0.446,0.291,0.369,1.148,0.445,0.21,0.575,0.61,0.68,0.523,0.757,0.576,0.496,0.324,0.616,0.968,0.328,0.663,0.889,0.736,0.984,1.387,1.03,0.868,1.301
5305,Western Asia,7020,Meteorological year,7271,Temperature change,°C,-0.1,0.705,0.412,-0.508,-0.112,0.71,-0.641,-0.328,0.328,0.534,-0.253,-0.515,-0.195,-0.202,-0.212,-0.501,0.256,-0.023,0.826,0.117,0.176,-0.355,-0.665,-0.097,0.042,0.201,0.212,0.278,0.029,0.126,0.285,-1.029,-0.354,0.764,0.191,0.471,0.028,1.046,1.394,0.72,1.043,0.998,0.754,0.881,0.525,1.134,0.778,0.875,0.883,2.194,0.766,1.143,1.183,1.183,1.615,1.538,1.493,2.05,1.619
5400,Europe,7020,Meteorological year,7271,Temperature change,°C,0.874,0.3,0.103,-0.523,-0.43,0.724,0.174,0.048,-1.01,0.189,0.264,-0.148,0.173,0.02,0.838,-0.559,0.189,-0.166,0.138,-0.068,0.662,0.111,0.934,0.271,-0.605,0.259,-0.562,0.494,1.035,1.257,0.597,0.472,0.75,0.698,1.83,0.57,1.096,0.187,0.588,1.342,0.953,1.505,0.972,1.282,1.537,0.678,2.31,2.024,1.239,0.817,1.548,1.789,1.118,1.807,2.106,2.286,1.959,2.009,2.116
5401,Eastern Europe,7020,Meteorological year,7271,Temperature change,°C,0.85,0.405,0.209,-0.638,-0.429,0.894,0.123,0.109,-1.15,0.291,0.342,-0.189,0.15,-0.018,0.864,-0.645,0.234,-0.157,0.238,-0.041,0.784,0.082,0.99,0.301,-0.638,0.315,-0.602,0.469,1,1.244,0.627,0.397,0.838,0.651,1.995,0.693,1.148,0.049,0.475,1.346,0.89,1.584,0.915,1.346,1.626,0.556,2.471,2.173,1.224,0.91,1.613,1.913,1.174,1.738,2.209,2.412,2.042,2.066,2.221
5402,Northern Europe,7020,Meteorological year,7271,Temperature change,°C,1.271,-0.616,-0.438,0.329,-0.314,-1.285,0.599,-0.854,-0.302,-0.68,-0.046,0.668,0.823,0.745,1.2,-0.059,-0.385,-0.13,-0.972,-0.308,-0.244,-0.081,0.636,0.524,-0.787,-0.418,-0.906,0.501,1.657,1.323,0.846,1.077,0.575,0.237,1.194,-0.077,0.817,0.482,1.222,1.482,0.995,1.327,0.943,1.177,1.629,1.328,1.767,1.698,1.36,0.02,1.187,1.15,0.866,2.346,1.764,1.737,1.533,1.651,1.462
5403,Southern Europe,7020,Meteorological year,7271,Temperature change,°C,0.768,0.262,-0.188,0.127,-0.332,0.468,0.149,0.09,-0.221,-0.026,-0.451,-0.422,-0.166,-0.258,-0.006,-0.467,0.148,-0.314,0.164,-0.136,0.039,0.446,0.358,-0.248,0.145,0.331,0.297,0.66,0.631,1.164,0.07,0.331,0.089,1.258,0.813,0.351,0.905,1.039,0.779,1.016,1.438,0.829,1.313,0.777,0.593,1.04,1.232,1.011,1.266,0.986,1.266,1.314,1.077,1.582,1.567,1.704,1.645,1.6,1.627
5404,Western Europe,7020,Meteorological year,7271,Temperature change,°C,0.908,-0.509,-0.991,-0.133,-0.72,0.427,0.645,0.046,-0.04,-0.415,-0.079,-0.175,0.097,0.098,0.744,0.406,0.149,-0.229,-0.369,-0.202,0.177,0.623,0.867,-0.113,-0.545,0.011,-0.238,0.814,1.333,1.536,0.244,0.911,0.328,1.595,1.275,-0.206,0.904,1.045,1.245,1.443,1.365,1.267,1.573,0.984,1,1.264,1.735,1.241,1.257,0.328,1.358,1.3,0.675,2.25,1.649,1.867,1.721,2.202,2.137
5500,Oceania,7020,Meteorological year,7271,Temperature change,°C,0.116,0.14,-0.118,-0.03,0.067,-0.231,-0.104,-0.195,0.096,0.032,-0.016,0.072,0.795,-0.297,0.077,-0.484,0.156,0.095,0.351,0.792,0.444,0.135,0.559,-0.151,0.292,0.327,0.306,0.875,0.143,0.488,0.716,0.202,0.378,0.163,0.367,0.518,0.289,1.038,0.547,0.143,0.342,0.703,0.771,0.632,1.091,0.614,0.824,0.543,0.9,0.666,0.212,0.276,1.396,1.083,0.997,1.163,1.11,1.096,1.37
5501,Australia and New Zealand,7020,Meteorological year,7271,Temperature change,°C,0.136,0.139,-0.122,-0.036,0.108,-0.237,-0.095,-0.202,0.096,0.022,-0.016,0.099,0.835,-0.322,0.078,-0.501,0.17,0.088,0.366,0.833,0.455,0.15,0.574,-0.18,0.297,0.329,0.306,0.893,0.131,0.499,0.752,0.184,0.389,0.158,0.34,0.514,0.303,1.021,0.559,0.128,0.329,0.697,0.772,0.65,1.121,0.635,0.844,0.553,0.938,0.642,0.192,0.268,1.435,1.119,1.035,1.144,1.101,1.114,1.413
5502,Melanesia,7020,Meteorological year,7271,Temperature change,°C,-0.184,0.153,-0.073,0.066,-0.538,-0.137,-0.236,-0.094,0.102,0.185,-0.017,-0.335,0.215,0.068,0.067,-0.238,-0.064,0.193,0.129,0.205,0.298,-0.083,0.341,0.262,0.218,0.299,0.308,0.625,0.319,0.327,0.196,0.461,0.228,0.234,0.761,0.582,0.091,1.286,0.379,0.369,0.535,0.785,0.751,0.358,0.66,0.312,0.535,0.376,0.35,1.016,0.498,0.386,0.83,0.556,0.447,1.435,1.255,0.834,0.739
5503,Micronesia,7020,Meteorological year,7271,Temperature change,°C,0.002,-0.031,0.058,-0.11,-0.253,0.044,-0.061,-0.024,0.076,0.108,-0.294,-0.186,0.056,-0.125,-0.275,-0.289,0.059,0.121,0.151,0.2,0.196,0.136,0.176,0.05,0.013,0.253,0.172,0.234,0.025,0.301,0.14,0.152,-0.068,0.186,0.373,0.345,0.151,0.499,0.061,0.196,0.359,0.369,0.393,0.402,0.294,0.493,0.504,0.222,0.58,0.513,0.429,0.619,0.727,0.737,0.838,1.124,1.016,0.903,0.907
5504,Polynesia,7020,Meteorological year,7271,Temperature change,°C,0.083,-0.143,-0.07,-0.076,-0.303,-0.017,-0.337,-0.385,0.162,0.218,-0.238,0.092,0.369,-0.208,-0.102,-0.161,0.216,0.066,0.213,0.281,0.121,0.267,0.253,0.329,0.173,0.25,0.289,0.467,0.178,0.437,0.503,0.467,0.185,0.369,0.663,0.459,0.349,0.615,0.414,0.51,0.732,0.99,0.749,0.482,0.782,0.707,0.994,0.506,0.766,0.946,0.505,0.807,0.832,0.815,0.796,1.299,1.101,0.856,1.157
5706,European Union,7020,Meteorological year,7271,Temperature change,°C,1.039,-0.241,-0.576,-0.032,-0.518,0.022,0.53,-0.129,-0.244,-0.399,-0.166,0.041,0.249,0.172,0.77,-0.137,0.038,-0.255,-0.361,-0.3,0.087,0.297,0.735,0.075,-0.528,-0.001,-0.416,0.632,1.262,1.36,0.36,0.79,0.254,1.104,1.116,-0.092,0.719,0.87,1.074,1.399,1.315,1.203,1.061,0.92,1.03,1.126,1.683,1.388,1.326,0.488,1.143,1.315,0.901,2.057,1.727,1.814,1.569,1.933,1.884
5801,Least Developed Countries,7020,Meteorological year,7271,Temperature change,°C,-0.041,-0.144,0.039,-0.222,-0.258,0.088,-0.199,-0.264,0.334,0.266,-0.18,0.037,0.441,-0.208,-0.157,-0.125,0.206,0.157,0.441,0.48,0.18,0.202,0.43,0.356,0.28,0.253,0.645,0.56,-0.017,0.494,0.433,0.114,0.336,0.362,0.542,0.553,0.545,0.926,0.473,0.529,0.528,0.881,0.891,0.811,1.094,1.006,0.727,0.636,1.05,1.387,0.959,0.711,0.982,0.921,1.203,1.336,1.283,1.157,1.405
5802,Land Locked Developing Countries,7020,Meteorological year,7271,Temperature change,°C,-0.066,-0.148,0.316,-0.206,0.024,0.116,-0.176,-0.216,0.239,0.23,-0.116,0.061,0.489,-0.182,-0.127,-0.162,0.188,0.262,0.496,0.42,0.129,0.378,0.47,0.332,0.2,0.39,0.638,0.489,0.13,0.681,0.567,0.178,0.217,0.406,0.94,0.317,0.982,0.94,0.841,0.746,0.9,1.277,0.664,1.179,1.168,1.149,1.229,0.858,1.071,1.267,0.941,0.759,1.133,0.927,1.467,1.482,1.415,1.148,1.429
5803,Small Island Developing States,7020,Meteorological year,7271,Temperature change,°C,-0.102,0.007,-0.102,0.05,-0.334,-0.059,-0.246,-0.191,0.241,0.149,-0.173,-0.085,0.237,-0.102,-0.011,-0.217,0.096,0.162,0.23,0.349,0.317,0.163,0.439,0.097,0.081,0.242,0.497,0.586,0.28,0.461,0.34,0.437,0.342,0.467,0.853,0.57,0.529,1.292,0.491,0.509,0.617,0.828,0.961,0.702,0.889,0.676,0.777,0.645,0.756,1.126,0.674,0.666,0.939,0.936,0.974,1.516,1.263,0.967,1.06
5815,Low Income Food Deficit Countries,7020,Meteorological year,7271,Temperature change,°C,-0.085,-0.186,0.072,-0.207,-0.224,0.08,-0.223,-0.265,0.321,0.253,-0.188,0.015,0.438,-0.15,-0.204,-0.092,0.21,0.113,0.409,0.473,0.17,0.152,0.315,0.271,0.229,0.239,0.607,0.546,-0.05,0.394,0.382,0.055,0.317,0.322,0.465,0.465,0.473,0.834,0.505,0.548,0.55,0.892,0.819,0.823,0.982,0.992,0.73,0.604,1.078,1.345,0.872,0.618,0.875,0.82,1.061,1.292,1.276,1.094,1.244
5817,Net Food Importing Developing Countries,7020,Meteorological year,7271,Temperature change,°C,-0.015,-0.096,0.116,-0.204,-0.155,0.129,-0.233,-0.287,0.266,0.22,-0.186,0.016,0.408,-0.212,-0.148,-0.183,0.197,0.163,0.44,0.431,0.151,0.223,0.43,0.269,0.216,0.219,0.607,0.536,0.037,0.526,0.421,0.194,0.361,0.433,0.604,0.473,0.586,1.009,0.59,0.499,0.623,0.916,0.889,0.852,1.017,0.932,0.842,0.718,1.027,1.35,0.878,0.692,0.977,0.971,1.269,1.374,1.292,1.222,1.412
5848,Annex I countries,7020,Meteorological year,7271,Temperature change,°C,0.453,0.161,0.172,-0.366,-0.409,0.27,-0.011,0.058,-0.526,0.175,0.044,-0.43,0.245,-0.177,0.383,-0.368,0.378,-0.165,0.049,0.324,0.811,-0.108,0.695,0.121,-0.301,0.279,0.16,0.657,0.581,0.813,0.555,0.305,0.4,0.497,1.206,0.281,0.752,0.953,0.864,1.081,0.952,1.137,0.95,1.013,1.351,1.081,1.671,1.218,0.901,1.209,1.09,1.512,1.109,1.119,1.616,2.098,1.607,1.397,1.627
5849,Non-Annex I countries,7020,Meteorological year,7271,Temperature change,°C,0.029,-0.059,0.149,-0.174,-0.092,0.151,-0.19,-0.248,0.223,0.136,-0.188,-0.022,0.296,-0.183,-0.12,-0.268,0.195,0.125,0.35,0.334,0.17,0.21,0.275,0.118,0.156,0.209,0.555,0.472,0.14,0.507,0.387,0.096,0.308,0.502,0.568,0.402,0.587,1.018,0.734,0.494,0.754,0.935,0.857,0.843,0.93,0.944,0.87,0.742,1.013,1.24,0.801,0.768,0.955,1.003,1.276,1.366,1.316,1.234,1.361
5873,OECD,7020,Meteorological year,7271,Temperature change,°C,0.165,-0.009,0.134,-0.19,-0.385,-0.166,-0.09,0.013,-0.068,0.061,-0.155,-0.527,0.292,-0.274,0.046,-0.193,0.448,-0.136,-0.086,0.546,0.787,-0.174,0.497,0.002,-0.066,0.246,0.639,0.739,0.327,0.509,0.486,0.257,0.229,0.487,0.69,0.11,0.433,1.437,1.008,0.866,0.891,0.774,0.987,0.689,1.116,1.291,1.113,0.647,0.715,1.246,0.805,1.274,0.991,0.811,1.282,1.85,1.349,1.088,1.297
